# archive_path	package	version	Alpine_declared_license	license_file	Alpine_APKBUILD
/usr/lib/libssl.a	libressl-static	4.3.1-r0	custom	LibreSSL-COPYING.txt	https://gitlab.alpinelinux.org/alpine/aports/-/blob/479d8157e33eb662e1571c35603b7a30605ba434/community/libressl/APKBUILD
/usr/lib/libcrypto.a	libressl-static	4.3.1-r0	custom	LibreSSL-COPYING.txt	https://gitlab.alpinelinux.org/alpine/aports/-/blob/479d8157e33eb662e1571c35603b7a30605ba434/community/libressl/APKBUILD
/usr/lib/libc.a	musl-dev	1.2.6-r2	MIT	musl-COPYRIGHT.txt	https://gitlab.alpinelinux.org/alpine/aports/-/blob/f5640d3a10f664c9119720c60515265d3d6f6d01/main/musl/APKBUILD
/usr/lib/librt.a	musl-dev	1.2.6-r2	MIT	musl-COPYRIGHT.txt	https://gitlab.alpinelinux.org/alpine/aports/-/blob/f5640d3a10f664c9119720c60515265d3d6f6d01/main/musl/APKBUILD
/usr/lib/libutil.a	musl-dev	1.2.6-r2	MIT	musl-COPYRIGHT.txt	https://gitlab.alpinelinux.org/alpine/aports/-/blob/f5640d3a10f664c9119720c60515265d3d6f6d01/main/musl/APKBUILD
/usr/lib/libssp_nonshared.a	musl-dev	1.2.6-r2	MIT	musl-COPYRIGHT.txt	https://gitlab.alpinelinux.org/alpine/aports/-/blob/f5640d3a10f664c9119720c60515265d3d6f6d01/main/musl/APKBUILD
/usr/lib/gcc/i586-alpine-linux-musl/15.2.0/libgcc.a	libgcc-static	15.2.0-r5	GPL-2.0-or-later AND LGPL-2.1-or-later	GCC-COPYING.RUNTIME.txt	https://gitlab.alpinelinux.org/alpine/aports/-/blob/423a8ad043d07f2c7546c8ec3e2b0384cda360ae/main/gcc/APKBUILD
/usr/lib/gcc/i586-alpine-linux-musl/15.2.0/libgcc_eh.a	gcc	15.2.0-r5	GPL-2.0-or-later AND LGPL-2.1-or-later	GCC-COPYING.RUNTIME.txt	https://gitlab.alpinelinux.org/alpine/aports/-/blob/423a8ad043d07f2c7546c8ec3e2b0384cda360ae/main/gcc/APKBUILD
